##Temp./°C;Time/min;Mass/%;Segment
120.403;0.0;100.0;1
131.328;0.25;99.982;1
142.96001;0.5;99.96706;1
155.276;0.75;99.95583;1
168.10899;1.0;99.94721;1
181.452;1.25;99.93998;1
195.27901;1.5;99.93321;1
209.455;1.75;99.92652;1
223.879;2.0;99.91986;1
238.49699;2.25;99.91325;1
253.242;2.5;99.90633;1
268.065;2.75;99.89922;1
282.841;3.0;99.89169;1
297.49899;3.25;99.88394;1
311.983;3.5;99.87615;1
326.21201;3.75;99.86901;1
340.12799;4.0;99.8625;1
353.70099;4.25;99.85634;1
366.84;4.5;99.85036;1
379.53;4.75;99.84401;1
391.741;5.0;99.83716;1
403.453;5.25;99.8296;1
414.673;5.5;99.82132;1
425.41901;5.75;99.81208;1
435.65601;6.0;99.8018;1
445.43301;6.25;99.79012;1
454.75601;6.5;99.77643;1
463.689;6.75;99.76066;1
472.22501;7.0;99.74224;1
480.431;7.25;99.7208;1
488.327;7.5;99.69069;1
495.98599;7.75;99.66282;1
503.41199;8.0;99.6325;1
510.66299;8.25;99.59914;1
517.78998;8.5;99.56469;1
524.80499;8.75;99.52826;1
531.763;9.0;99.49064;1
538.69202;9.25;99.45259;1
545.61401;9.5;99.41455;1
552.57501;9.75;99.37704;1
559.60498;10.0;99.34179;1
566.69;10.25;99.30919;1
573.87402;10.5;99.27893;1
581.15802;10.75;99.25193;1
588.51001;11.0;99.22766;1
595.96899;11.25;99.20822;1
603.50403;11.5;99.18987;1
611.10199;11.75;99.17154;1
618.737;12.0;99.15388;1
626.42499;12.25;99.13723;1
634.09698;12.5;99.12112;1
641.78601;12.75;99.10547;1
649.479;13.0;99.08977;1
657.19299;13.25;99.07438;1
664.92798;13.5;99.05846;1
672.67102;13.75;99.04178;1
680.388;14.0;99.02462;1
688.07599;14.25;99.0068;1
695.70801;14.5;98.98842;1
703.28601;14.75;98.97008;1
710.78802;15.0;98.95129;1
718.22601;15.25;98.93192;1
725.59998;15.5;98.91233;1
732.91602;15.75;98.89274;1
740.18799;16.0;98.87232;1
747.422;16.25;98.85224;1
754.60303;16.5;98.83223;1
761.76001;16.75;98.81204;1
768.89099;17.0;98.79177;1
776.04199;17.25;98.77188;1
783.20099;17.5;98.75192;1
790.35901;17.75;98.7318;1
797.53699;18.0;98.71187;1
804.72101;18.25;98.69198;1
811.95801;18.5;98.6722;1
819.24103;18.75;98.65272;1
826.53497;19.0;98.63332;1
833.85498;19.25;98.61388;1
841.22302;19.5;98.59486;1
848.63202;19.75;98.57603;1
856.03998;20.0;98.55701;1
863.46997;20.25;98.53806;1
870.91498;20.5;98.51952;1
878.349;20.75;98.50035;1
885.776;21.0;98.48122;1
893.203;21.25;98.46182;1
900.62903;21.5;98.44212;1
908.039;21.75;98.42132;1
915.48901;22.0;98.39999;1
922.92401;22.25;98.37752;1
930.37097;22.5;98.35248;1
937.80402;22.75;98.32881;1
945.25299;23.0;98.30208;1
952.672;23.25;98.27466;1
960.09802;23.5;98.24535;1
967.51703;23.75;98.21551;1
974.93402;24.0;98.18367;1
982.34302;24.25;98.15066;1
989.77802;24.5;98.11594;1
997.21503;24.75;98.07903;1
1004.66101;25.0;98.04057;1
1012.12903;25.25;97.9998;1
1019.59399;25.5;97.9562;1
1027.09204;25.75;97.9107;1
1034.59204;26.0;97.86222;1
1042.10999;26.25;97.81166;1
1049.62;26.5;97.75861;1
1057.14197;26.75;97.70506;1
1064.672;27.0;97.65113;1
1072.20703;27.25;97.5961;1
1079.73596;27.5;97.53605;1
1087.29004;27.75;97.48193;1
1094.828;28.0;97.42615;1
1102.35901;28.25;97.36953;1
1109.91101;28.5;97.31104;1
1117.43506;28.75;97.24874;1
1124.96301;29.0;97.18397;1
1132.47595;29.25;97.11571;1
1139.99194;29.5;97.04268;1
1147.49194;29.75;96.96739;1
1155.00696;30.0;96.88974;1
1162.51904;30.25;96.81022;1
1170.03796;30.5;96.73356;1
1177.55298;30.75;96.66217;1
1185.10498;31.0;96.59893;1
1192.68298;31.25;96.54656;1
1200.28601;31.5;96.50723;1
1207.85205;31.75;96.47939;1
1215.41699;32.0;96.46109;1
1222.948;32.25;96.44895;1
1230.43298;32.5;96.43752;1
1237.875;32.75;96.42581;1
1245.28198;33.0;96.41461;1
1252.69299;33.25;96.40546;1
1260.13196;33.5;96.39933;1
1267.59399;33.75;96.39521;1
1275.07898;34.0;96.3909;1
1282.56604;34.25;96.38474;1
1290.03406;34.5;96.37445;1
1297.48401;34.75;96.35808;1
1304.91602;35.0;96.33277;1
1312.31799;35.25;96.2951;1
1319.70105;35.5;96.24798;1
1327.07495;35.75;96.18166;2
1333.44933;36.0;96.12221;2
1336.43815;36.25;96.02562;2
1336.32763;36.5;95.93819;2
1333.66998;36.75;95.8659;2
1328.76265;37.0;95.80739;2
1321.83872;37.25;95.76206;2
1313.06582;37.5;95.72809;2
1302.66998;37.75;95.70453;2
1290.81867;38.0;95.688;2
1277.78312;38.25;95.67486;2
1263.84973;38.5;95.66605;2
1249.39052;38.75;95.65991;2
1234.78451;39.0;95.65611;2
1220.28781;39.25;95.65352;2
1206.1356;39.5;95.6517;2
1192.49345;39.75;95.65054;2
1179.47108;40.0;95.64995;2
1167.08263;40.25;95.64948;2
1155.36392;40.5;95.64907;2
1144.27922;40.75;95.6487;2
1133.74643;41.0;95.64851;2
1123.72104;41.25;95.64839;2
1114.08851;41.5;95.64832;2
1104.74725;41.75;95.64836;2
1095.60075;42.0;95.64843;2
1086.53992;42.25;95.64855;2
1077.52426;42.5;95.64896;2
1068.48459;42.75;95.64966;2
1059.33338;43.0;95.65066;2
1050.07052;43.25;95.65153;2
1040.62065;43.5;95.65191;2
1031.03675;43.75;95.65213;2
1021.26808;44.0;95.65236;2
1011.35911;44.25;95.65266;2
1001.33688;44.5;95.65285;2
991.2251;44.75;95.65312;2
981.04814;45.0;95.65331;2
970.82561;45.25;95.65338;2
960.57535;45.5;95.65365;2
950.31727;45.75;95.65373;2
940.08488;46.0;95.65384;2
929.85816;46.25;95.65392;2
919.68833;46.5;95.65407;2
909.56933;46.75;95.65414;2
899.52039;47.0;95.65428;2
889.54581;47.25;95.65433;2
879.64315;47.5;95.65445;2
869.8123;47.75;95.65456;2
860.03757;48.0;95.65471;2
850.32473;48.25;95.65479;2
840.65239;48.5;95.65486;2
831.03123;48.75;95.6549;2
821.45926;49.0;95.65501;2
811.93616;49.25;95.65509;2
802.45872;49.5;95.65516;2
793.01861;49.75;95.65531;2
783.60897;50.0;95.65546;2
774.22441;50.25;95.65562;2
764.83824;50.5;95.65577;2
755.43451;50.75;95.65592;2
746.0761;51.0;95.65614;2
736.76609;51.25;95.65633;2
727.51003;51.5;95.65648;2
718.35597;51.75;95.65671;2
709.32301;52.0;95.65686;2
700.56673;52.25;95.65698;2
691.91988;52.5;95.65716;2
683.34561;52.75;95.65732;2
674.90874;53.0;95.65758;2
666.61032;53.25;95.65769;2
658.43218;53.5;95.65788;2
650.40536;53.75;95.65811;2
642.49215;54.0;95.6583;2
634.69767;54.25;95.65852;2
627.01491;54.5;95.65871;2
619.46873;54.75;95.65886;2
612.01408;55.0;95.65909;2
604.66989;55.25;95.65954;2
597.43945;55.5;95.65982;2
590.30058;55.75;95.66009;2
583.26753;56.0;95.66023;2
576.35604;56.25;95.66046;2
569.54377;56.5;95.66065;2
562.83718;56.75;95.6608;2
556.24223;57.0;95.66106;2
549.76993;57.25;95.66126;2
543.38954;57.5;95.6614;2
537.11555;57.75;95.66152;2
530.92641;58.0;95.66175;2
524.81071;58.25;95.66201;2
518.75756;58.5;95.66227;2
512.77363;58.75;95.66243;2
506.85646;59.0;95.66265;2
501.00789;59.25;95.6628;2
495.21296;59.5;95.66295;2
489.50353;59.75;95.66314;2
483.85091;60.0;95.6634;2
478.26302;60.25;95.66363;2
472.72882;60.5;95.66378;2
467.28104;60.75;95.66393;2
461.87654;61.0;95.66405;2
456.5618;61.25;95.66416;2
451.30265;61.5;95.66427;2
